city_id,city,titre_support,type,type_communication,thematique,description
russia_national,National (russe),assistance_medicale_aux_refugies_en_fdr_chat,Chat,Commentgoupe,Assistance médicale,Une équipe de médecins bénévoles ; correspondance individuelle en dehors du canal ; informations pratiques sur les villes. ! Faire attention que cette chaine et la chaine d'avant ont exactement les memes messages
russia_national,National (russe),corridor_vert,Chat,Communication/discussions/échange d'informations,Franchissement de la frontière,"À l'origine, ce groupe a été créé dans le cadre de l'organisation du Corridor vert afin d'aider les habitants de Kharkiv à quitter la ville. Message du 2 mars : modification du message adressé à Belgorod avec la demande d'organiser la création du Corridor vert. Les personnes expriment leur souhait de faire partir leurs proches vers la Russie. En outre, elles discutent d'autres possibilités de départ et relatent les expériences de leurs connaissances. Les personnes s'organisent également elles-mêmes et forment des groupes pour évacuer les habitants de Kharkiv vers Belgorod. Elles organisent des évacuations et discutent des moyens possibles pour les réaliser. Le chat a été créé assez tôt, ce qui permet de suivre le déroulement des événements depuis le début de la guerre."
taganrog,Taganrog,memo_benevoles,Chaine,Chaîne d'information,Générale,/////]]]]]#
russia_national,National (russe),infromations_utiles_pour_les_refugies,Chat,Chaîne d'information,Générale,Repostage de documents utiles pour les réfugiés.
russia_national,National (russe),aventures_des_habitants_de_kherson_en_Russie,Chaine,Blog,Temoignage personelle de la migration,"Cette chaîne est une sorte de blog d'une famille de Kherson, dans lequel l'auteur raconte son expérience de déménagement, d'obtention de documents et partage également certaines actualités. Dans les commentaires, les gens réagissent aux publications et partagent également leurs histoires (https://t.me/chatXersonRU)."
russia_national,National (russe),aventures_des_habitants_de_kherson_en_Russie_chat,Chat,Commentgoupe,Temoignage personelle de la migration,"Cette chaîne est une sorte de blog d'une famille de Kherson, dans lequel l'auteur raconte son expérience de déménagement, d'obtention de documents et partage également certaines actualités. Dans les commentaires, les gens réagissent aux publications et partagent également leurs histoires (https://t.me/chatXersonRU)."
russia_national,National (russe),fuir_la_guerre,Chat,Messages structurés,Offre et recherche d'aide,"Il s'agit d'un chat privé qui nécessite l'approbation d'un administrateur pour y adhérer. Cependant, le contenu du chat est accessible à tous. Extrait du premier message : Groupe destiné à mettre en relation les résidents des régions de Kherson, Zaporijia et de la RPD de Donetsk qui souhaitent se rendre temporairement en Russie, ainsi que les Russes qui sont prêts à les accueillir. Il sert également à rechercher des personnes pouvant aider au déménagement. Messages sont strucutés par les hashtags."
rostov_on_don,Rostov on Don et la région de Rostov,liens_pour_les_refugies_rnd,Chaine,Agrégateur de liens,Générale,Recueil d'adresses d'organisations et de ressources utiles.
russia_national,National (russe),refugies_en_russie_RU,Chat,Communication/discussions/échange d'informations,Offre et recherche d'aide,"Logement, emploi, consultations ; attention précoce portée aux biens matériels ; thème « Sheremetyevo »."
russia_national,International,intensifs,Chaine,Messages structurés,Éducation des enfants / aide scolaire,Kits de bénévolat pour les cours ; actuellement inactif.
russia_national,International,mindclubonline,Chat,Messages structurés,Éducation des enfants / aide scolaire,Cours quotidiens sur Zoom ; attachement à l'enseignement familial ; actif.
russia_national,National (russe),demenager_avec_un_enfant,Chaine,Chaîne d'information,Assistance psychologique,Conseils pour aider les enfants à s'adapter lors d'un déménagement.
russia_national,International,auto_chat,Chat,Communication/discussions/échange d'informations,Auto/transport,Échange d'expériences sur les questions automobiles ; communication active et mutuellement bénéfique.
vladimir,Oblast de Vladimir,benevole_sidorova,Chaine,Organisationnel,Activités d'une organisation bénévole,"Depuis le début de l'invasion militaire, cette bénévole assiste les personnes touchées par les hostilités dans la région du Donbass. Cependant, d'après les rapports publiés sur sa chaîne, elle organise également l'aide aux réfugiés. La chaîne publie des comptes rendus d'activités et des reportages photo. L'auteure partage ses impressions, ses sentiments..."
vladimir,Oblast de Vladimir,benevole_sidorova_chat,Chat,Commentgoupe,Activités d'une organisation bénévole,"Depuis le début de l'invasion militaire, cette bénévole assiste les personnes touchées par les hostilités dans la région du Donbass. Cependant, d'après les rapports publiés sur sa chaîne, elle organise également l'aide aux réfugiés. La chaîne publie des comptes rendus d'activités et des reportages photo. L'auteure partage ses impressions, ses sentiments..."
rostov_on_don,Rostov on Don et la région de Rostov,refugies_rostov,Chat,Communication/discussions/échange d'informations,Générale,Échange d'informations et coordination de l'aide ; photographies des conditions de vie ; activité intense depuis le début de la guerre.
rostov_on_don,Rostov on Don et la région de Rostov,refugies_rpd_rpl_a_rostov,Chat,Chaîne d'information,Générale,"Des informations utiles, des offres d'emploi (pas uniquement à Rostov), des actualités, des décrets, des informations administratives (comment obtenir certains documents) sont publiées."
rostov_on_don,Rostov on Don et la région de Rostov,articles_pour_refugies_rostov_on_don,Chat,Messages structurés,Re-use/articles,"Annonces « à céder/recherché » ; entrepôt situé au 229, rue Lermontovskaya ; les transactions sont supprimées."
rostov_on_don,Rostov on Don et la région de Rostov,offrezunecanneapeche,Chat,Messages structurés,Recherche de travail,Offres d'emploi par hashtags #recherche_employés / #propose_services.
rostov_on_don,Rostov on Don et la région de Rostov,refugies_donbass_region_de_rostov,Chaine,Chaîne d'information,Générale,"C'est une chaîne très particulière. À l'origine, elle semblait avoir été créée pour un usage personnel : l'auteur publiait simplement des autocollants et des blagues, puis en juillet 2021, la chaîne a été renommée « ZODIAC|HOROSCOPE » et a commencé à publier des horoscopes. La publication des horoscopes s'est poursuivie jusqu'en novembre 2021, puis le 20 février 2022, la chaîne est redevenue active et a publié des informations sur le début des mouvements militaires à Donetsk et sur l'évacuation des personnes des territoires de la RPD et de la RPL."
rostov_on_don,Rostov on Don et la région de Rostov,chers_invites_de_taganrog,Chaine,Organisationnel,Activités d'une organisation bénévole,"Ainsi, ce canal rassemble des informations utiles pour les réfugiés à Taganrog : coordonnées, adresses, liens... Des informations administratives y sont également publiées. Pour obtenir l'aide des bénévoles, il est demandé de remplir un formulaire en fournissant les informations suivantes : nom, prénom, numéro de téléphone, date d'arrivée, composition de la famille, âge des membres de la famille, tailles de vêtements, pointures, besoins alimentaires (oui ou non), quartier de la ville, rue et demande spécifique. La chaîne sert également de contact avec d'autres bénévoles prêts à apporter telle ou telle aide humanitaire à l'entrepôt (des listes des articles nécessaires sont publiées). Des reportages photos sur l'aide apportée sont publiés. Les bénévoles publient également parfois leurs impressions sur les rencontres et le travail."
rostov_on_don,Rostov on Don et la région de Rostov,fondation_caritative_une_bonne_action_chat,Chat,Commentgoupe,Activités d'une organisation bénévole,"Ce fonds existait probablement déjà avant la guerre de 2022, mais ils ont créé leur chaîne Telegram le lendemain du début de l'invasion à grande échelle et ont commencé à aider les personnes qui avaient fui les territoires de la RPD et de la RPL. Les premiers messages concernaient la collecte d'aide humanitaire. Parallèlement, le fonds poursuit ses activités principales et publie également des rapports à ce sujet. Il publie également des rapports sur l'aide apportée à la RPD et à la RPL, et même sur le nombre de personnes qui ont fait appel à lui. Le fonds opère dans la ville de Rostov."
rostov_on_don,Rostov on Don et la région de Rostov,fondation_caritative_une_bonne_action,Chaine,Organisationnel,Activités d'une organisation bénévole,
rostov_on_don,Rostov on Don et la région de Rostov,discussion_de_la_collecte_deux_coeurs,Chat,Communication/discussions/échange d'informations,Activités d'une organisation bénévole,Groupe caritatif « Deux cœurs » ; rapports ; histoires de familles.3665#
rostov_on_don,Rostov on Don et la région de Rostov,aide_humanitaire_dans_la_region_de_rostov,Chaine,Organisationnel,Activités d'une organisation bénévole,"Depuis 2014, le mouvement social « Dobro-na-Donu » apporte une aide humanitaire aux habitants du Donbass, ainsi qu'aux personnes défavorisées, aux familles à faibles revenus et nombreuses, aux mères célibataires et aux familles en situation difficile résidant dans la région de Rostov. Il convient de noter que la chaîne présente un format très sobre et fournit exclusivement des informations sur les questions administratives et l'aide apportée directement à Rostov et au Donbass."
rostov_on_don,Rostov on Don et la région de Rostov,aide_humanitaire_dans_la_region_de_rostov_chat,Chat,Commentgoupe,Activités d'une organisation bénévole,"Depuis 2014, le mouvement social « Dobro-na-Donu » apporte une aide humanitaire aux habitants du Donbass, ainsi qu'aux personnes défavorisées, aux familles à faibles revenus et nombreuses, aux mères célibataires et aux familles en situation difficile résidant dans la région de Rostov. Il convient de noter que la chaîne présente un format très sobre et fournit exclusivement des informations sur les questions administratives et l'aide apportée directement à Rostov et au Donbass."
rostov_on_don,Rostov on Don et la région de Rostov,croix_rouge_rostov,Chaine,Organisationnel,Activités d'une organisation bénévole,"La chaîne publie des rapports sur les activités de la Croix-Rouge, notamment sur ses initiatives en faveur des personnes déplacées."
rostov_on_don,Rostov on Don et la région de Rostov,centre_aide_humanitaire_misericorde_du_don,Chaine,Organisationnel,Activités d'une organisation bénévole,"Ainsi, ce centre ne s'adresse pas uniquement aux réfugiés, mais à un plus grand nombre de groupes de personnes. Les premiers messages publient des rapports sur la quantité d'aide fournie pour une journée donnée. Outre les rapports, des actualités et d'autres annonces sont également publiées."
rostov_on_don,Rostov on Don et la région de Rostov,centre_aide_humanitaire_misericorde_du_don_chat,Chat,Commentgoupe,Activités d'une organisation bénévole,"Ainsi, ce centre ne s'adresse pas uniquement aux réfugiés, mais à un plus grand nombre de groupes de personnes. Les premiers messages publient des rapports sur la quantité d'aide fournie pour une journée donnée. Outre les rapports, des actualités et d'autres annonces sont également publiées."
rostov_on_don,Rostov on Don et la région de Rostov,marioupol_a_rostov,Chat,Communication/discussions/échange d'informations,Générale,Ce chat a été créé pour échanger des informations à l'initiative de bénévoles prêts à répondre aux questions et à rechercher les informations nécessaires. Les personnes s'intéressent principalement aux questions administratives.
rostov_on_don,Rostov on Don et la région de Rostov,le_bienfait_a_taganrog,Chaine,Organisationnel,Activités d'une organisation bénévole,"Ce contact sert de lieu de communication entre le centre de bénévolat et les autres personnes désireuses d'apporter leur aide. Il publie des informations sur l'aide apportée, le travail des bénévoles, les besoins des centres : en termes d'aide humaine, de ressources... Il publie également des rapports sur le nombre de personnes arrivant au centre de bénévolat. Les messages sont rédigés dans un style assez émotionnel."
rostov_on_don,Rostov on Don et la région de Rostov,le_bienfait_a_taganrog_chat,Chat,Commentgoupe,Activités d'une organisation bénévole,"Ce contact sert de lieu de communication entre le centre de bénévolat et les autres personnes désireuses d'apporter leur aide. Il publie des informations sur l'aide apportée, le travail des bénévoles, les besoins des centres : en termes d'aide humaine, de ressources... Il publie également des rapports sur le nombre de personnes arrivant au centre de bénévolat. Les messages sont rédigés dans un style assez émotionnel."
rostov_on_don,Rostov on Don et la région de Rostov,dobrovolets_de_leningrad,Chaine,Organisationnel,Activités d'une organisation bénévole,Il s'agit d'une chaine d'aide qui reçoit des dons de Saint-Pétersbourg et les distribue à Rostov. Ce canal permet de soumettre des demandes d'aide en remplissant un formulaire. Il publie également des vidéos et des photos de la distribution de l'aide humanitaire. Des rapports quantitatifs sur le volume de l'aide distribuée sont également publiés.
rostov_on_don,Rostov on Don et la région de Rostov,dobrovolets_de_leningrad_chat,Chat,Commentgoupe,Activités d'une organisation bénévole,Il s'agit d'une chaine d'aide qui reçoit des dons de Saint-Pétersbourg et les distribue à Rostov. Ce canal permet de soumettre des demandes d'aide en remplissant un formulaire. Il publie également des vidéos et des photos de la distribution de l'aide humanitaire. Des rapports quantitatifs sur le volume de l'aide distribuée sont également publiés.
rostov_on_don,Rostov on Don et la région de Rostov,les_gens_pas_indifferents,Chaine,Organisationnel,Activités d'une organisation bénévole,"Messages sur la situation à la frontière ; photos, récits -- Sur leur chaîne, les bénévoles partagent des informations sur la situation à la frontière, sur l'arrivée des personnes (souvent avec beaucoup de détails, des messages assez émouvants, des photos)."
rostov_on_don,Rostov on Don et la région de Rostov,pvr_ip_resvanov,Chat,,Centres d'hébergement temporaire (PVR),"Annonces d'événements, vie quotidienne du PVR, citations, questions des résidents."
rostov_on_don,Rostov on Don et la région de Rostov,rostov_bienveillant,Chat,Organisationnel,Activités d'une organisation bénévole,"Recherche de bénévoles, aide humanitaire, assistance ciblée."
rostov_on_don,Rostov on Don et la région de Rostov,murmure_du_benevole,Chaine,Organisationnel,Activités d'une organisation bénévole,"Recherche de bénévoles pour le PVR, collecte d'articles pour le PVR, collecte de dons. Reportages photo sur le travail bénévole. Ce forum contient de nombreuses citations et réflexions sur le travail bénévole."
rostov_on_don,Rostov on Don et la région de Rostov,murmure_du_benevole_chat,Chat,Commentgoupe,Activités d'une organisation bénévole,"Recherche de bénévoles pour le PVR, collecte d'articles pour le PVR, collecte de dons. Reportages photo sur le travail bénévole. Ce forum contient de nombreuses citations et réflexions sur le travail bénévole."
belgorod,Belgorod,armiya_krasotok,Chaine,Organisationnel,Activités d'une organisation bénévole,
belgorod,Belgorod,armiya_krasotok_chat,Chat,Commentgoupe,Activités d'une organisation bénévole,
moscow,Moscou et la région de Moscou,refugees_a_moscou,Chaine,Chaîne d'information,Générale,"Thèmes structurés avec commentaires : logement, travail, biens, fraudeurs, etc."
moscow,Moscou et la région de Moscou,refugees_a_moscou_chat,Chat,Commentgoupe,Générale,"Thèmes structurés avec commentaires : logement, travail, biens, fraudeurs, etc."
moscow,Moscou et la région de Moscou,dari_edu,Chaine,Organisationnel,Activités d'une organisation bénévole,"Aide à l'échelle de la ville, y compris aux réfugiés ; rapports. À l'origine, ce fonds caritatif n'avait pas été créé exclusivement pour soutenir les réfugiés, mais à partir d'un certain moment, ce groupe de population a commencé à avoir grandement besoin de l'aide de ce fonds."
moscow,Moscou et la région de Moscou,dari_edu_chat,Chat,Commentgoupe,Activités d'une organisation bénévole,"Aide à l'échelle de la ville, y compris aux réfugiés ; rapports. À l'origine, ce fonds caritatif n'avait pas été créé exclusivement pour soutenir les réfugiés, mais à partir d'un certain moment, ce groupe de population a commencé à avoir grandement besoin de l'aide de ce fonds."
moscow,Moscou et la région de Moscou,volontaires_mozhaisk,Chaine,Blog,Activités d'une organisation bénévole,"Chaîne publiant des rapports sur les activités du centre de bénévolat. Des reportages photo sur l'aide apportée aux réfugiés du Donbass y sont publiés. Cela semble très ostentatoire et orienté vers la Russie. Les publications utilisent des slogans, des symboles russes, etc. Souvent, les publications indiquent simplement où ils sont allés, qui ils ont rencontré, et peu d'informations sur l'aide apportée."
moscow,Moscou et la région de Moscou,volontaires_mozhaisk_chat,Chat,Commentgoupe,Activités d'une organisation bénévole,"Chaîne publiant des rapports sur les activités du centre de bénévolat. Des reportages photo sur l'aide apportée aux réfugiés du Donbass y sont publiés. Cela semble très ostentatoire et orienté vers la Russie. Les publications utilisent des slogans, des symboles russes, etc. Souvent, les publications indiquent simplement où ils sont allés, qui ils ont rencontré, et peu d'informations sur l'aide apportée."
moscow,Moscou et la région de Moscou,sheremetyevo_refus_filtrage,Chat,Communication/discussions/échange d'informations,Franchissement de la frontière,"Ce chat a été créé pour échanger des informations concernant le passage de la frontière russe à Sheremetyevo. Il s'agit du filtrage des Ukrainiens à Sheremetyevo : s'ils souhaitent se rendre en Russie, certains sont obligés de passer par Sheremetyevo pour ensuite se rendre dans les territoires occupés. Les personnes partagent en détail leurs expériences, comment elles sont interrogées, ce qu'elles voient... Vous pouvez obtenir plus d'informations sur le filtrage sur Internet."
crimea_simferopol,Crimée,refugees_crimee,Chat,Communication/discussions/échange d'informations,Générale,Ce chat a été créé pour échanger des informations concernant l'hébergement des réfugiés en Crimée. Il sert également de lieu de communication entre ceux qui souhaitent apporter leur aide et ceux qui en ont besoin (aide informative et matérielle). Il est interdit de discuter de politique ou d'échange de devises dans ce chat.
crimea_simferopol,Crimée,dobro_mira,Chaine,Organisationnel,Activités d'une organisation bénévole,La chaîne publie des rapports sur les activités bénévoles de la communauté. Elle facilite également la mise en relation avec d'autres personnes désireuses d'apporter leur aide et permet de solliciter divers articles ou une aide financière.
crimea_simferopol,Crimée,bienfait_kerch,Chaine,Organisationnel,Activités d'une organisation bénévole,Cette chaine est une petite branche de la communauté susmentionnée. Des rapports sur l'aide fournie sont également publiés. Les demandes d'aide sont publiées.
crimea_simferopol,Crimée,bienfait_kerch_chat,Chat,Commentgoupe,Activités d'une organisation bénévole,Cette chaine est une petite branche de la communauté susmentionnée. Des rapports sur l'aide fournie sont également publiés. Les demandes d'aide sont publiées.
crimea_simferopol,Crimée,refugees_sevastopol,Chat,Communication/discussions/échange d'informations,Offre et recherche d'aide,Chat pour communiquer et échanger des informations. Offre d'aide et demande d'assistance.
crimea_simferopol,Crimée,refugees_simpheropol,Chat,Communication/discussions/échange d'informations,Offre et recherche d'aide,Chat pour la communication et l'échange d'informations. Offre d'aide et demande d'assistance.
crimea_simferopol,Crimée,cher_crimee,Chat,Organisationnel,Activités d'une organisation bénévole,"Une partie du fonds A. Lysenko ; coordination et rapports. Ce chat est destiné à la communication au sein du centre de bénévolat. D'après les premiers messages, il est évident que cette section existait déjà et qu'ils ont simplement créé un nouveau chat. Dans ce chat, il est possible de consulter les informations relatives au travail des bénévoles : les demandes sont publiées, les messages concernant la coordination du travail, les matériaux nécessaires, etc. sont envoyés, et les rapports sont également publiés. Il convient de noter que le discours d'Andriy Lysenko, bénévole à Donetsk, est très négatif : il qualifie les forces armées ukrainiennes de fascistes qui bombardent Donetsk."
crimea_simferopol,Crimée,route_crimee,Chat,Communication/discussions/échange d'informations,Franchissement de la frontière,"Les personnes partagent leur expérience du passage des frontières. Elles mentionnent souvent que le trajet est particulièrement inquiétant. Elles évoquent l'état de la route, la durée du trajet et les documents qui leur ont été demandés. La route terrestre vers la Crimée passe par Melitopol, Berdiansk, Marioupol, Novoazovsk et Taganrog. La longueur du trajet entre le poste-frontière de « Chongar » et la frontière de la région de Rostov (poste-frontière « Veselo-Voznesensk ») est d'environ 387 kilomètres. La durée approximative du trajet est de sept heures."
crimea_simferopol,Crimée,route_terr_crimee,Chat,Communication/discussions/échange d'informations,Franchissement de la frontière,"Expérience de conduite ; documents, temps."
crimea_simferopol,Crimée,app_dzankoy,Chaine,Messages structurés,Franchissement de la frontière,Des informations concernant les règles à respecter aux points de passage sont publiées. Quelques messages
krasnodar,Krasnodar et la région de Krasnodar,aimez_proche,Chaine,Organisationnel,Activités d'une organisation bénévole,"Cette chaine publie des rapports sur le travail accompli, ainsi que des photographies. De temps à autre, des publications philosophiques sur l'amour, le bénévolat, etc. sont également partagées."
krasnodar,Krasnodar et la région de Krasnodar,aimez_proche_chat,Chat,Commentgoupe,Activités d'une organisation bénévole,"Cette chaine publie des rapports sur le travail accompli, ainsi que des photographies. De temps à autre, des publications philosophiques sur l'amour, le bénévolat, etc. sont également partagées."
krasnodar,Krasnodar et la région de Krasnodar,assistance_krasnodar,Chat,Communication/discussions/échange d'informations,Offre et recherche d'aide,"Le chat est destiné à l'échange général d'informations. Informations sur la possibilité d'apporter une aide, demandes d'aide."
krasnodar,Krasnodar et la région de Krasnodar,assistance_tuapse,Chat,Communication/discussions/échange d'informations,Centres d'hébergement temporaire (PVR),"Depuis la création du chat, les personnes partagent leur expérience de séjour à l'hôtel et leurs impressions sur la ville. Elles partagent des photos de leurs chambres et du processus de formalités administratives. À partir de là, il est possible de suivre le déroulement du processus de formalités après le déménagement."
krasnodar,Krasnodar et la région de Krasnodar,habitants_krasnodar,Chat,Communication/discussions/échange d'informations,Générale,"Logement, transactions, accompagnement ; communication."
krasnodar,Krasnodar et la région de Krasnodar,assist_krasnodar,Chaine,Organisationnel,Activités d'une organisation bénévole,"La chaîne « Aide » est un groupe de personnes de Krasnodar qui souhaitent soutenir les familles ukrainiennes se trouvant sur le territoire russe, qui ont tout perdu et ont été contraintes de quitter leur domicile. Ce groupe fournit une aide personnalisée à certaines familles, en dressant des listes des articles et de l'aide nécessaires dans un tableau afin d'organiser la collecte de l'aide nécessaire. Il publie également des rapports sur l'aide collectée et les demandes générales pour toutes les familles dans le besoin."
krasnodar,Krasnodar et la région de Krasnodar,assist_krasnodar_chat,Chat,Commentgoupe,Activités d'une organisation bénévole,"La chaîne « Aide » est un groupe de personnes de Krasnodar qui souhaitent soutenir les familles ukrainiennes se trouvant sur le territoire russe, qui ont tout perdu et ont été contraintes de quitter leur domicile. Ce groupe fournit une aide personnalisée à certaines familles, en dressant des listes des articles et de l'aide nécessaires dans un tableau afin d'organiser la collecte de l'aide nécessaire. Il publie également des rapports sur l'aide collectée et les demandes générales pour toutes les familles dans le besoin."
krasnodar,Krasnodar et la région de Krasnodar,centre_krasnodar,Chat,Communication/discussions/échange d'informations,Activités d'une organisation bénévole,"Ce chat sert de lieu de communication entre les réfugiés et les personnes en mesure de leur apporter de l'aide. L'aide est fournie après remplissage d'un questionnaire dans lequel le réfugié indique ses informations personnelles et ses besoins. À l'occasion du Nouvel An 2023, le quartier général a organisé un événement pour les enfants. Le remplissage du questionnaire est obligatoire. Le quartier général a également ouvert un point de distribution d'aide. Il existe également des reportages photo et des annonces concernant divers articles livrés au quartier général (par exemple, des chaussures). Le questionnaire est obligatoire pour recevoir une aide humanitaire et participer aux événements."
belgorod,Belgorod,confrerie_de_la_charite,Chaine,Organisationnel,Activités d'une organisation bénévole,Centre d'aide aux réfugiés de l'Église
